Date,Daily Return,Mkt-RF,SMB,HML,RF,Strategy Return,Dividends,Transaction Cost
2003-12-05,0.005615073,-0.0079,-0.0004,-0.0017,0.00004,0.00650516,0,0.000850087
2003-12-08,-0.000267609,0.0065,-0.0016,0.0026,0.00004,0.001124548,-0.000221098,0.001131059
2003-12-09,0.006419523,-0.0095,-0.0055,0.0003,0.00004,0.007474979,0,0.001015456
2003-12-10,-0.00166336,-0.0029,-0.0099,-0.0024,0.00004,-0.000298522,-0.00016992,0.001154918
2003-12-11,0.00755281,0.0134,0.0122,0.0019,0.00004,0.009322515,-0.000459251,0.001270454
2003-12-12,-0.001940174,0.0031,0.0053,0.0029,0.00004,0.00157536,-0.002012992,0.001462542
2003-12-15,0.003629509,-0.0073,-0.0135,0.0006,0.00004,0.005537689,-0.00056014,0.00130804
2003-12-16,-0.001447063,0.005,-0.0027,0.001,0.00004,0.000158847,-0.00009114,0.00147477
2003-12-17,-0.00105525,0.0015,-0.0001,-0.0021,0.00004,0.000288576,0,0.001303826
2003-12-18,-0.00500149,0.0124,0.0028,0.0024,0.00004,-0.003718722,0.00019896,0.001441728
2003-12-19,0.001021226,-0.0004,-0.0012,0.0037,0.00004,0.002535348,-0.00027786,0.001196262
2003-12-22,0.001819445,0.0036,0.0001,0.0022,0.00004,0.002450441,0.00069122,0.001282216
2003-12-23,-0.006280753,0.0036,0.0064,0.0005,0.00004,-0.002930354,-0.001987839,0.00132256
2003-12-24,-0.001409765,-0.0018,-0.0022,0.0008,0.00004,-0.00032128,0.000356495,0.00140498
2003-12-26,-0.017263172,0.0019,0.0033,0.0006,0.00004,-0.015908632,-0.000295083,0.001019457
2003-12-29,-0.004982499,0.0129,0.0033,0.0001,0.00004,-0.003047205,-0.000815629,0.001079665
2003-12-30,-0.009324641,0.0005,0.0023,0.0017,0.00004,-0.002195651,-0.006110122,0.000978868
2003-12-31,-0.007689787,0.0001,-0.0138,0.0003,0.00004,-0.005980331,-0.000539953,0.001129503
2004-01-02,0.008806122,-0.0017,0.0081,0.0043,0.00003,0.009358524,0.00056376,0.001086162
2004-01-05,-0.001937907,0.012,0.0042,0.0001,0.00003,-0.001129311,0,0.000778596
2004-01-06,-0.005129439,0.002,0.0009,0.0026,0.00003,-0.003772845,-0.00023472,0.001091874
2004-01-07,0.001617532,0.0034,0.0057,-0.0008,0.00003,0.003009436,0,0.001361904
2004-01-08,0.015042174,0.0045,0.0031,0.007,0.00003,0.016399447,0,0.001327273
2004-01-09,0.009834497,-0.0072,-0.0001,0.0029,0.00003,0.010998983,0,0.001134486
2004-01-12,-0.00576037,0.0057,0.0092,0.0012,0.00003,-0.004250616,-0.0001644,0.001315354
2004-01-13,-0.003923671,-0.0051,0.0019,0.0007,0.00003,-0.002766213,0,0.001127458
2004-01-14,0.001223405,0.008,-0.0008,0.0047,0.00003,0.002191874,0.000526032,0.001464501
2004-01-15,0.000507136,0.0015,0.0002,-0.0031,0.00003,0.00236682,-0.000334171,0.001495513
2004-01-16,0.002164041,0.0072,0.0008,0.0061,0.00003,0.003372008,0,0.001177967
2004-01-20,0.018762476,0.0015,0.0116,0.0058,0.00003,0.020074889,-0.000148207,0.001134206
2004-01-21,0.011225217,0.0064,-0.0109,0.0034,0.00003,0.012615481,0.000110435,0.001470699
2004-01-22,0.002916734,-0.0032,-0.0056,-0.0005,0.00003,0.004309923,0,0.001363189
2004-01-23,-0.002042581,-0.0014,0.009,-0.001,0.00003,-0.00042495,0,0.001587631
2004-01-26,0.006427383,0.0112,-0.001,-0.003,0.00003,0.008216692,-0.000222503,0.001536806
2004-01-27,-0.00534643,-0.0096,-0.0002,0.0001,0.00003,-0.004396286,0.000538696,0.00145884
2004-01-28,-0.001067504,-0.0144,-0.0033,-0.0039,0.00003,0.000368876,0,0.00140638
2004-01-29,-0.003038266,0.0025,-0.01,-0.0076,0.00003,-0.001662666,0,0.0013456
2004-01-30,-0.007204541,-0.0015,0.0021,0.0045,0.00003,-0.005872585,0,0.001301956
2004-02-02,0.009702401,0.0027,-0.0035,-0.0013,0.00003,0.011090567,0,0.001358166
2004-02-05,0.001819825,0.0023,0.0048,0.0018,0.00003,0.00345483,0,0.001605005
2004-02-06,-0.002373913,0.0139,0.0104,0.0041,0.00003,-0.000799409,0,0.001544504
2004-02-09,0.010063687,-0.001,0.0034,0.0027,0.00003,0.011429265,0,0.001335578
2004-02-10,0.024688716,0.0056,0.0053,0.0016,0.00003,0.026429267,0,0.001710551
2004-02-11,0.003792497,0.0104,-0.0039,0.0016,0.00003,0.005573178,-8.97E-05,0.001660981
2004-02-12,0.001497286,-0.0046,-0.001,-0.0017,0.00003,0.002216619,0.001077953,0.001767286
2004-02-13,-0.002571745,-0.0057,-0.0073,-0.0013,0.00003,-0.001122079,1.80E-05,0.001437666
2004-02-17,0.003538228,0.0098,0.0031,0.0058,0.00003,0.005037976,0,0.001469748
2004-02-18,0.000308419,-0.0039,-0.0013,0.0009,0.00003,0.002178684,0,0.001840265
2004-02-19,0.001450891,-0.0054,-0.0098,-0.0015,0.00003,0.002952085,0,0.001471194
2004-02-20,0.011713817,-0.003,-0.0011,-0.003,0.00003,0.013398711,0.00012795,0.001782844
2004-02-23,-0.004472846,-0.0051,-0.0118,-0.0018,0.00003,-0.002742769,0,0.001700077
2004-02-24,-0.000175123,-0.0014,0.0029,-0.0018,0.00003,0.001579726,0,0.001724849
2004-02-25,-0.005012293,0.0054,0.0051,0.0019,0.00003,-0.00353353,-1.27E-05,0.001436063
2004-02-26,-0.006046415,0.0029,0.0045,0.0042,0.00003,-0.004442104,0,0.001574311
2004-02-27,0.028011905,0.0011,0.0018,0.0031,0.00003,0.029647325,0,0.00160542
2004-03-01,0.021029373,0.0102,0.005,0.0029,0.00004,0.022762296,0,0.001692923
2004-03-02,0.010725682,-0.0059,-0.0009,0.0012,0.00004,0.012363081,0,0.001597399
2004-03-03,0.003476686,0.0014,-0.002,-0.0012,0.00004,0.005749759,-0.0002345,0.001998573
2004-03-04,0.002810506,0.0044,0.0077,0.0029,0.00004,0.00478115,0,0.001930644
2004-03-05,-0.005396736,0.0024,-0.001,-0.0022,0.00004,-0.003867028,0,0.001489708
2004-03-08,0.003937211,-0.0084,-0.0035,0.002,0.00004,0.005230819,0,0.001253608
2004-03-09,-0.000599257,-0.0066,-0.0042,-0.0034,0.00004,0.001155748,0.0001547,0.001869705
