Date,Daily Return,Mkt-RF,SMB,HML,RF,Strategy Return,Dividends,Transaction costs
2003-03-10,-0.011720333,-0.0236,0.0088,0.0001,0.00005,-0.005213339,-0.002100631,0.004356363
2003-03-11,-0.006152945,-0.0081,0.0091,-0.0061,0.00005,-0.001630976,0,0.004471969
2003-03-12,-0.001958346,0.0032,-0.003,-0.0062,0.00005,0.002119428,0,0.004027774
2003-03-13,0.002620429,0.0339,-0.009,-0.0056,0.00005,0.006677851,-0.000445895,0.003561527
2003-03-14,-0.003083253,0.0013,-0.0052,0.0024,0.00005,0.006003881,-0.004413139,0.004623995
2003-03-17,0.013830497,0.0341,-0.0077,-0.0016,0.00005,0.017535995,0,0.003655498
2003-03-18,0.001435373,0.0044,0.006,-0.0079,0.00005,0.006893062,0,0.005407689
2003-03-19,0.000524413,0.0072,-0.0042,-0.0029,0.00005,0.005150481,-0.000215532,0.004360536
2003-03-20,-0.006165336,0.0028,-0.0003,0.0055,0.00005,-0.002237468,0,0.003877868
2003-03-21,-0.001029711,0.0219,-0.0082,-0.0009,0.00005,0.003152729,0,0.00413244
2003-03-24,-0.001864686,-0.0336,0.0124,0.0015,0.00005,0.001686353,0.000229311,0.00373035
2003-03-25,-0.000504559,0.0121,-0.0012,-0.0002,0.00005,0.003081472,0,0.003536031
2003-03-26,0.007183568,-0.0055,-0.0015,-0.0037,0.00005,0.012173571,0,0.004940003
2003-03-27,-0.003683193,-0.0009,0.0067,-0.0002,0.00005,0.000970647,0,0.00460384
2003-03-28,0.001518016,-0.0048,0.003,0.0017,0.00005,0.003626811,0.001658795,0.00371759
2003-03-31,0.00129852,-0.0165,0.0077,0.0034,0.00005,0.006183686,0,0.004835166
2003-04-01,-0.005263689,0.0112,-0.0027,0.0032,0.00005,-0.0004205,0,0.004793189
2003-04-02,0.004805965,0.026,-0.0035,-0.0077,0.00005,0.009332828,0.00019182,0.004668683
2003-04-03,-0.00045316,-0.0049,0.0044,-0.0005,0.00005,0.005143364,-0.000267048,0.005279476
2003-04-04,-0.007308777,0.0015,-0.0078,0.0044,0.00005,-0.00233885,0,0.004919927
2003-04-07,-0.008073308,0.0018,0.004,0.006,0.00005,-0.003740705,0,0.004282603
2003-04-08,-0.004755238,-0.0024,-0.0033,0.0016,0.00005,-0.000230379,-0.000522784,0.003952075
2003-04-09,-0.001641668,-0.0128,0.0049,0.0077,0.00005,0.002703073,-0.000137802,0.004156939
2003-04-10,-0.001733649,0.0052,-0.0026,-0.0023,0.00005,0.001849859,0.0002836,0.003817108
2003-04-11,0.001525301,-0.0032,0.0005,-0.0008,0.00005,0.005397366,-0.000192,0.003630065
2003-04-14,0.00018851,0.0188,-0.004,-0.0002,0.00005,0.004973328,-0.000770323,0.003964495
2003-04-15,-0.006598672,0.0062,0.0005,-0.0036,0.00005,-0.001617226,0,0.004931446
2003-04-16,0.007590921,-0.0111,0.0061,-0.0004,0.00005,0.011816402,0.000447375,0.004622856
2003-04-17,-0.002379449,0.0152,0.0002,0.0006,0.00005,0.002733726,0.00013518,0.005198355
2003-04-21,-0.001846713,-0.0011,0.004,0.0004,0.00005,0.002648664,0.000259977,0.004705354
2003-04-22,-0.010833154,0.0207,-0.0093,0.0024,0.00005,-0.007147845,-0.000296599,0.00333871
2003-04-23,-0.001878537,0.0089,-0.0027,0.0036,0.00005,0.00186949,0.000107922,0.003805949
2003-04-24,0.002874581,-0.0081,0.0055,-0.002,0.00005,0.006135065,0,0.003210484
2003-04-25,-9.70E-05,-0.013,0.0064,-0.0007,0.00005,0.003817442,-0.000308949,0.003555495
2003-04-28,-0.001862085,0.0176,-0.0002,-0.0012,0.00005,0.001652891,-0.0002775,0.003187476
2003-04-29,0.001872137,0.0034,-0.0024,-0.0025,0.00005,0.005928841,0,0.004006704
2003-04-30,0.006231106,0.0003,0.0074,0.0024,0.00005,0.009430767,0,0.003149661
2003-05-01,-0.008991323,-0.0003,0.0041,-0.0022,0.00004,-0.005038948,-0.000459788,0.003452587
2003-05-02,0.006400695,0.0156,0.0056,-0.004,0.00004,0.010484641,0,0.004043946
2003-05-05,-0.004083913,-0.0019,0.0083,-0.0037,0.00004,-0.00056536,0.001118462,0.004597015
2003-05-06,0.004828899,0.008,-0.0015,0.0014,0.00004,0.008024154,-0.0001314,0.003023855
2003-05-07,-0.009595709,-0.0046,-0.0009,0.006,0.00004,-0.006451483,0,0.003104226
2003-05-08,-0.004137329,-0.0099,0.0051,0.0006,0.00004,-0.000406049,0,0.00369128
2003-05-09,-0.000236415,0.0139,0.001,-0.0016,0.00004,0.003274759,0,0.003471174
2003-05-12,-0.001478789,0.0125,-0.001,-0.0009,0.00004,0.001563688,0.0004485,0.003450977
2003-05-13,-0.004976267,-0.0023,0.0042,0.0036,0.00004,-0.001674257,0,0.00326201
2003-05-14,-0.003378056,-0.0023,0.0026,0.0004,0.00004,0.000589151,0.000395769,0.004322976
2003-05-15,-0.00257141,0.0074,-0.0016,-0.0003,0.00004,0.00177254,-0.000719802,0.003584148
2003-05-16,7.94E-05,-0.0031,-0.017,0.0107,0.00004,0.003087545,0,0.002968139
2003-05-19,-0.00726455,-0.023,0.0085,0.0001,0.00004,-0.003982866,0.000422158,0.003663842
2003-05-20,0.003473797,-0.0012,0.0014,-0.0008,0.00004,0.007096349,-0.000264375,0.003318177
2003-05-21,0.004207669,0.0041,-0.0026,0.0036,0.00004,0.008081687,0.000239655,0.004073673
2003-05-22,-0.004308009,0.0096,-0.0019,0.0005,0.00004,0.001398479,-0.001279235,0.004387253
2003-05-23,0.00157694,0.0026,0.0028,0.0044,0.00004,0.005774734,-0.000776562,0.003381232
2003-05-27,-0.002026199,0.0195,0.0057,-0.0113,0.00004,0.00284865,-0.000842678,0.003992171
2003-05-28,0.001305526,0.0022,0.0075,-0.0044,0.00004,0.005128038,0,0.003782512
2003-05-29,0.007989763,-0.0026,0.0099,0.002,0.00004,0.011520347,0,0.003490584
2003-05-30,0.000680808,0.0153,0.0026,0.0004,0.00004,0.004938054,0,0.004217246
2003-06-02,-0.00368503,0.0039,-0.0032,0.0068,0.00005,-0.000384166,0,0.003250864
2003-06-03,-0.007620438,0.0039,0.0011,-0.0056,0.00005,-0.003184447,-0.000171293,0.004214698
2003-06-04,-0.000684086,0.0156,0.0011,0.0013,0.00005,0.003462189,-0.000188213,0.003908062
2003-06-05,-0.003223229,0.0055,0.009,-0.0072,0.00005,0.000222774,0,0.003396003
2003-06-06,-0.004468099,-0.0033,-0.001,-0.004,0.00005,-0.001026636,0.000263235,0.003654698
2003-06-09,-0.000384394,-0.0131,-0.0024,0.0001,0.00005,0.001951974,0.00109471,0.003381078
2003-06-10,-0.001118199,0.0095,0.0046,-0.0002,0.00005,0.002162016,-0.000230076,0.003000139
2003-06-11,0.002297413,0.0129,-0.0046,0.0038,0.00005,0.0070818,-0.000766728,0.003967659
2003-06-12,-0.004979277,0.0018,0.0002,0.0036,0.00005,-0.000336351,-0.000473899,0.004119027
2003-06-13,-0.005741133,-0.0102,-0.0021,0.0007,0.00005,-0.002214032,0,0.003477101
2003-06-16,0.000829487,0.0215,-0.0037,-0.0054,0.00005,0.005076546,-0.0007479,0.003449159
2003-06-17,0.005097033,0.0013,0.003,-0.0033,0.00005,0.009150783,0,0.00400375
2003-06-18,-0.003183702,-0.0015,0.0031,-0.0016,0.00005,0.002107858,0,0.00524156
2003-06-19,-0.002721489,-0.0149,0.0005,0.0065,0.00005,0.001771991,0.000308831,0.004752311
2003-06-20,0.0014584,0.0005,-0.0019,0.0007,0.00005,0.004698284,0.000620227,0.003810111
2003-06-23,0.000913523,-0.0152,-0.0063,0.0017,0.00005,0.004942255,-8.42E-05,0.003894579
2003-06-24,-0.00380402,0.0019,0.0007,0.0023,0.00005,0.000255408,0,0.004009428
2003-06-25,-0.001821741,-0.006,0.0107,-0.0001,0.00005,0.003452549,0,0.00522429
2003-06-26,-0.006445543,0.0112,0.0039,-0.0047,0.00005,-0.001681143,0,0.0047144
2003-06-27,0.000810864,-0.0084,0.0056,0.0022,0.00005,0.005032826,0.000041255,0.004213217
2003-06-30,-0.010287458,-0.0017,-0.0014,0.0035,0.00005,-0.006730063,0.0004716,0.003978995
2003-07-01,0.001505702,0.0073,-0.0043,-0.0006,0.00003,0.006378543,0,0.004842841
2003-07-02,-0.005821734,0.0128,0.0106,0.0009,0.00003,-0.001236251,-0.00048348,0.004072003
2003-07-03,-0.009971996,-0.0072,0.0027,-0.001,0.00003,-0.005663082,0.000242325,0.004521239
2003-07-07,-0.010967505,0.0191,-0.0016,0.0035,0.00003,-0.006889404,0,0.004048101
2003-07-08,-0.007927906,0.0051,0.0131,0.0005,0.00003,-0.004140048,0.000739857,0.004497715
2003-07-09,-0.001763718,-0.0034,0.0099,0.0035,0.00003,0.001997927,0,0.003731645
2003-07-10,0.010398383,-0.0133,0,-0.0028,0.00003,0.014764966,-0.00039772,0.003938863
2003-07-11,0.003559176,0.0092,0.0007,-0.0006,0.00003,0.00770628,-0.000436338,0.003680766
2003-07-14,0.002638802,0.0073,0.0014,0.0024,0.00003,0.006203576,0,0.003534774
2003-07-15,0.006993876,-0.0041,0.0009,-0.0006,0.00003,0.011589053,0,0.004565177
2003-07-16,-0.000131678,-0.0064,0.0021,-0.0027,0.00003,0.004674836,-0.000226106,0.004550408
2003-07-17,0.001117478,-0.0145,-0.0122,-0.0048,0.00003,0.005442658,0.00017633,0.00447151
2003-07-18,-0.000559194,0.0108,-0.0015,-0.0009,0.00003,0.004335224,0,0.004864418
2003-07-21,-0.008517975,-0.0142,0.0003,-0.0042,0.00003,-0.00397936,0.000146845,0.00465546
2003-07-22,0.015234904,0.0097,0.003,0.0045,0.00003,0.02025678,-0.000177405,0.004814471
2003-07-23,-0.000713858,0.0018,0.0066,-0.01,0.00003,0.004443622,-0.000070227,0.005057253
2003-07-24,0.000440332,-0.0065,0.0024,0.0044,0.00003,0.006006966,-0.000148525,0.005388109
2003-07-25,-0.00627483,0.0151,-0.0063,-0.0031,0.00003,-0.001237338,-0.000317176,0.004690316
2003-07-28,-0.011111975,-0.0002,0.0096,0.0029,0.00003,-0.007226729,0,0.003855246
2003-07-29,-0.007103543,-0.0057,0.0051,-0.0003,0.00003,-0.002712979,0,0.004360564
2003-07-30,-0.005528268,-0.0018,0.0028,-0.0067,0.00003,-0.002008113,0,0.003490155
2003-07-31,-0.001878287,0.0032,0.0026,0.0024,0.00003,0.001517733,0,0.00336602
2003-08-01,0.006025682,-0.0106,-0.0046,-0.0012,0.00003,0.009762251,0,0.003706569
2003-08-04,-0.005618431,0.0011,-0.0063,-0.0034,0.00003,-0.001864818,0.000347625,0.004071238
2003-08-05,-0.009066052,-0.0171,0.0038,-0.0004,0.00003,-0.004734462,0,0.00430159
2003-08-06,-0.001262287,0.0002,-0.0098,0.0045,0.00003,0.00238935,0,0.003621637
2003-08-07,0.016947756,0.0057,-0.0049,-0.0052,0.00003,0.021704346,0,0.00472659
2003-08-08,-0.000543841,0.0033,-0.0046,0.0012,0.00003,0.006519823,-0.00220074,0.004832924
2003-08-11,0.011643311,0.0043,0.0071,-0.0002,0.00003,0.016329877,0,0.004656566
2003-08-12,-0.003671448,0.0109,0.0047,0.001,0.00003,0.001245981,0,0.004887429
2003-08-13,-0.001668187,-0.005,0.0068,0.0004,0.00003,0.000917215,0.001899772,0.004455174
2003-08-14,-0.007506516,0.0062,0.0009,0.0043,0.00003,-0.003250664,0,0.004225852
2003-08-15,-0.004307553,0.001,0.0021,-0.0017,0.00003,-0.000488736,-0.000439844,0.003348973
2003-08-18,-0.006235606,0.0103,0.0086,0.0008,0.00003,-0.0015977,6.06E-05,0.004668465
2003-08-19,-0.000285356,0.0043,0.0098,0.0061,0.00003,0.003838303,0,0.004093659
2003-08-20,-0.005240733,-0.0014,0.0037,0.0003,0.00003,-0.001632633,0,0.0035781
2003-08-21,0.006356196,0.0047,0.006,0.0031,0.00003,0.011273923,0,0.004887727
2003-08-22,0.000892992,-0.0106,-0.0059,0.0011,0.00003,0.005083311,0,0.004160319
2003-08-25,-0.003079292,-0.0004,-0.001,-0.0032,0.00003,0.000861482,-0.000400821,0.003509953
2003-08-26,0.006661461,0.0029,0.0018,0.0008,0.00003,0.011041199,-0.000175435,0.004174303
2003-08-27,0.001317339,0.0017,0.0082,0.0005,0.00003,0.006587272,0,0.005239933
2003-08-28,0.006436795,0.007,0.0022,0.0026,0.00003,0.010979543,0,0.004512748
2003-08-29,-0.003247421,0.0053,-0.0033,0.0032,0.00003,0.001784973,0,0.005002394
2003-09-02,-0.003505999,0.014,0.0054,-0.0008,0.00004,0.000316813,0,0.003782812
2003-09-03,-0.005076889,0.0042,0.0027,0.0027,0.00004,-0.000976488,0,0.004060401
2003-09-04,0.000947404,0.0022,0.0045,-0.0016,0.00004,0.005578493,-0.000507835,0.004083254
2003-09-05,0.005809665,-0.0062,-0.0006,0.0023,0.00004,0.010562066,0,0.004712401
2003-09-08,0.001904779,0.0107,0.0064,-0.0015,0.00004,0.00702266,0,0.005077881
2003-09-09,-0.005338494,-0.0079,0.003,-0.0024,0.00004,-0.000319898,0,0.004978596
2003-09-10,-0.001741929,-0.0137,-0.0053,-0.0063,0.00004,0.003606856,0,0.005308785
2003-09-11,-0.007556915,0.0062,0.0059,0.001,0.00004,-0.002781797,-0.000679719,0.004055399
2003-09-12,4.25E-05,0.0023,0.0017,0.0014,0.00004,0.004697695,-0.000907713,0.003707523
2003-09-15,0.0077697,-0.0035,0.0024,-0.0013,0.00004,0.012649963,-0.00060322,0.004237043
2003-09-16,-0.004389844,0.014,0.0009,0.001,0.00004,7.49E-05,0.000191038,0.004615782
2003-09-17,-0.002772166,-0.0026,0.0016,0.0022,0.00004,0.002028059,-0.0003753,0.004384925
2003-09-18,-0.002567058,0.0125,-0.0055,0.0024,0.00004,0.000653443,0.00111012,0.004290621
2003-09-19,-0.000209412,-0.0023,0.0047,0.0001,0.00004,0.00408888,0,0.004258292
2003-09-22,0.002869882,-0.013,0.0019,0.0014,0.00004,0.007909169,-0.000134334,0.004864953
2003-09-23,0.006515771,0.0065,0.0051,0.0004,0.00004,0.009825022,0.0002514,0.003520651
2003-09-24,-9.50E-05,-0.0188,-0.0021,0.0008,0.00004,0.004832356,-0.00033354,0.004553782
2003-09-25,-0.002277263,-0.0081,-0.0161,-0.0025,0.00004,0.002859319,0.00027125,0.005367832
2003-09-26,-0.007697196,-0.0084,-0.0126,0.0002,0.00004,-0.001949036,-0.001532927,0.004175233
2003-09-29,0.000596483,0.0098,0.0048,0.001,0.00004,0.00499453,0,0.004358047
2003-09-30,-0.000543403,-0.0096,-0.0003,0.0011,0.00004,0.003823338,0,0.004326741
2003-10-01,0.007517204,0.0216,0.0037,0.0017,0.00003,0.01084413,-0.0000999,0.003197026
2003-10-02,-0.003942507,0.0031,0.0013,0.0011,0.00003,-0.000559359,0,0.003353148
2003-10-03,0.002666354,0.0102,0.0068,-0.0002,0.00003,0.006667049,-0.000187425,0.00378327
2003-10-06,-0.002930881,0.0049,0.0036,0.0038,0.00003,0.000862262,-0.000272499,0.003490644
2003-10-07,-0.007490574,0.0051,0.0033,0.0015,0.00003,-0.003310248,0,0.004150326
2003-10-08,-0.002267955,-0.0048,-0.0028,0.0019,0.00003,0.002631413,0,0.004869368
2003-10-09,-0.00014992,0.0055,0.0027,0.0038,0.00003,0.003095884,0.000973241,0.004189045
2003-10-10,-0.006471211,-0.0008,-0.0043,0.0045,0.00003,-0.002164905,0,0.004276306
2003-10-13,-0.006596572,0.0081,0.0078,0.0012,0.00003,-0.002535909,-0.000435957,0.003594706
2003-10-14,-0.01083539,0.0044,0.0048,0.0016,0.00003,-0.006397843,-0.000111072,0.004296475
2003-10-15,-0.007080418,-0.0036,-0.003,-0.0009,0.00003,-0.002744273,0,0.004306145
2003-10-16,0.003623166,0.0035,0.0012,0.0003,0.00003,0.007814076,-0.000228327,0.003932583
2003-10-17,0.004203179,-0.0111,-0.0049,-0.0003,0.00003,0.006874028,0.000245123,0.002885972
2003-10-20,-0.004782037,0.0041,-0.001,-0.0021,0.00003,-0.001291917,0,0.00346012
2003-10-21,-0.002890509,0.0024,0.0064,-0.0022,0.00003,0.001258125,0,0.004118634
2003-10-22,-0.000536616,-0.0152,-0.0067,-0.0004,0.00003,0.004201424,0,0.00470804
2003-10-23,0.005615486,0.0022,-0.007,-0.003,0.00003,0.009841818,0,0.004196332
2003-10-24,0.020594743,-0.0045,-0.0034,-0.0001,0.00003,0.024637545,0,0.004012802
2003-10-27,0.001087962,0.004,0.0115,0.0038,0.00003,0.006186375,-0.000152192,0.004916221
2003-10-28,0.002362772,0.0159,0.0048,-0.0019,0.00003,0.006018742,0.000335055,0.003961025
2003-10-29,-0.006419543,0.0028,0.0081,0.0025,0.00003,-0.001717461,-0.000229109,0.004442973
2003-10-30,-0.01835479,-0.0011,-0.0014,0.0028,0.00003,-0.013753151,0,0.004571639
2003-10-31,-0.002186119,0.0028,-0.0059,-0.0012,0.00003,0.002040932,0,0.004197051
2003-11-03,-0.005040523,0.0093,0.0067,0.0045,0.00004,-0.000879894,0,0.004120629
2003-11-04,-0.006471028,-0.0045,0.0075,0.004,0.00004,-0.002690869,0,0.003740159
2003-11-05,-0.005519364,-0.0004,0.0022,-0.0007,0.00004,-0.002505868,0.000532081,0.003505577
2003-11-06,0.000381499,0.0058,0.0007,0.0019,0.00004,0.004026981,0,0.003605482
2003-11-07,0.00657142,-0.0033,0.0034,0.003,0.00004,0.010080415,-0.000411,0.003057995
2003-11-10,0.005371488,-0.0074,-0.0098,-0.0006,0.00004,0.009265748,-0.000253809,0.003600451
2003-11-11,-0.007531183,-0.0021,-0.0058,-0.0012,0.00004,-0.002482711,-0.000395733,0.004612739
2003-11-12,0.000382272,0.0133,0.0102,-0.0026,0.00004,0.004704706,-0.000183667,0.004098767
2003-11-13,0.001198188,0.0003,0.0023,-0.0026,0.00004,0.00619688,-0.00014382,0.004814872
2003-11-14,0.008758026,-0.0083,-0.006,-0.0012,0.00004,0.012677676,0,0.00387965
2003-11-17,-0.002545398,-0.0072,-0.0065,-0.0019,0.00004,0.003188899,-0.000247109,0.005447188
2003-11-18,-0.006990141,-0.0087,0.0012,0.0006,0.00004,-0.00293105,-0.000532778,0.003486313
2003-11-19,-0.001403238,0.0076,0.0009,-0.0006,0.00004,0.001947771,0,0.003311009
2003-11-20,-0.003015276,-0.0077,0.0012,0.0004,0.00004,0.000387514,0,0.00336279
2003-11-21,0.003827799,0.0021,0.0013,0.006,0.00004,0.009363433,-0.001715149,0.003780485
2003-11-24,-0.015034294,0.0171,0.0072,-0.0001,0.00004,-0.009373851,-0.00219324,0.003427203
2003-11-25,0.009024382,0.0031,0.0026,0.0055,0.00004,0.012799989,-0.000286027,0.00344958
2003-11-26,-0.001248953,0.004,-0.001,0.0046,0.00004,0.002390294,0,0.003599247
2003-11-28,0.003503133,0.0011,0.0027,-0.0019,0.00004,0.006447971,0,0.002904838
2003-12-01,-0.006052045,0.0111,0.0036,-0.0004,0.00004,-0.00235881,0,0.003653235
2003-12-02,-0.014002775,-0.0027,0.0013,0.0012,0.00004,-0.009968409,0,0.003994366
2003-12-03,-0.001339816,-0.0034,-0.0114,0.0027,0.00004,0.001711116,-0.000049625,0.002961307
2003-12-04,-0.00679851,0.0026,-0.0035,-0.003,0.00004,-0.000873172,-0.00149172,0.004393618
2003-12-05,0.003914898,-0.0079,-0.0004,-0.0017,0.00004,0.00650516,0,0.002550262
2003-12-08,-0.002529728,0.0065,-0.0016,0.0026,0.00004,0.001124548,-0.000221098,0.003393178
2003-12-09,0.00438861,-0.0095,-0.0055,0.0003,0.00004,0.007474979,0,0.003046369
2003-12-10,-0.003973195,-0.0029,-0.0099,-0.0024,0.00004,-0.000298522,-0.00016992,0.003464753
2003-12-11,0.005011903,0.0134,0.0122,0.0019,0.00004,0.009322515,-0.000459251,0.003811361
2003-12-12,-0.004865257,0.0031,0.0053,0.0029,0.00004,0.00157536,-0.002012992,0.004387625
2003-12-15,0.001013429,-0.0073,-0.0135,0.0006,0.00004,0.005537689,-0.00056014,0.00392412
2003-12-16,-0.004396604,0.005,-0.0027,0.001,0.00004,0.000158847,-0.00009114,0.004424311
2003-12-17,-0.003662901,0.0015,-0.0001,-0.0021,0.00004,0.000288576,0,0.003911477
2003-12-18,-0.007884946,0.0124,0.0028,0.0024,0.00004,-0.003718722,0.00019896,0.004325184
2003-12-19,-0.001371299,-0.0004,-0.0012,0.0037,0.00004,0.002535348,-0.00027786,0.003588787
2003-12-22,-0.000744988,0.0036,0.0001,0.0022,0.00004,0.002450441,0.00069122,0.003846649
2003-12-23,-0.008925874,0.0036,0.0064,0.0005,0.00004,-0.002930354,-0.001987839,0.003967681
2003-12-24,-0.004219726,-0.0018,-0.0022,0.0008,0.00004,-0.00032128,0.000356495,0.004214941
2003-12-26,-0.019302086,0.0019,0.0033,0.0006,0.00004,-0.015908632,-0.000295083,0.003058371
2003-12-29,-0.00714183,0.0129,0.0033,0.0001,0.00004,-0.003047205,-0.000815629,0.003238996
2003-12-30,-0.011282376,0.0005,0.0023,0.0017,0.00004,-0.002195651,-0.006110122,0.002936603
2003-12-31,-0.009948792,0.0001,-0.0138,0.0003,0.00004,-0.005980331,-0.000539953,0.003388508
2004-01-02,0.006633798,-0.0017,0.0081,0.0043,0.00003,0.009358524,0.00056376,0.003258486
2004-01-05,-0.003495099,0.012,0.0042,0.0001,0.00003,-0.001129311,0,0.002335788
2004-01-06,-0.007313186,0.002,0.0009,0.0026,0.00003,-0.003772845,-0.00023472,0.003275621
2004-01-07,-0.001106276,0.0034,0.0057,-0.0008,0.00003,0.003009436,0,0.004085712
2004-01-08,0.012387627,0.0045,0.0031,0.007,0.00003,0.016399447,0,0.00398182
2004-01-09,0.007565526,-0.0072,-0.0001,0.0029,0.00003,0.010998983,0,0.003403457
2004-01-12,-0.008391079,0.0057,0.0092,0.0012,0.00003,-0.004250616,-0.0001644,0.003946063
2004-01-13,-0.006178588,-0.0051,0.0019,0.0007,0.00003,-0.002766213,0,0.003382375
2004-01-14,-0.001705597,0.008,-0.0008,0.0047,0.00003,0.002191874,0.000526032,0.004393503
2004-01-15,-0.002483889,0.0015,0.0002,-0.0031,0.00003,0.00236682,-0.000334171,0.004486538
2004-01-16,-0.000191892,0.0072,0.0008,0.0061,0.00003,0.003372008,0,0.0035339
2004-01-20,0.016494064,0.0015,0.0116,0.0058,0.00003,0.020074889,-0.000148207,0.003402618
2004-01-21,0.008283818,0.0064,-0.0109,0.0034,0.00003,0.012615481,0.000110435,0.004412098
2004-01-22,0.000190355,-0.0032,-0.0056,-0.0005,0.00003,0.004309923,0,0.004089568
2004-01-23,-0.005217843,-0.0014,0.009,-0.001,0.00003,-0.00042495,0,0.004762893
2004-01-26,0.003353772,0.0112,-0.001,-0.003,0.00003,0.008216692,-0.000222503,0.004610417
2004-01-27,-0.00826411,-0.0096,-0.0002,0.0001,0.00003,-0.004396286,0.000538696,0.00437652
2004-01-28,-0.003880263,-0.0144,-0.0033,-0.0039,0.00003,0.000368876,0,0.004219139
2004-01-29,-0.005729466,0.0025,-0.01,-0.0076,0.00003,-0.001662666,0,0.0040368
2004-01-30,-0.009808453,-0.0015,0.0021,0.0045,0.00003,-0.005872585,0,0.003905868
2004-02-02,0.006986069,0.0027,-0.0035,-0.0013,0.00003,0.011090567,0,0.004074498
2004-02-05,-0.001390185,0.0023,0.0048,0.0018,0.00003,0.00345483,0,0.004815015
2004-02-06,-0.00546292,0.0139,0.0104,0.0041,0.00003,-0.000799409,0,0.004633511
2004-02-09,0.007392532,-0.001,0.0034,0.0027,0.00003,0.011429265,0,0.004006733
2004-02-10,0.021267615,0.0056,0.0053,0.0016,0.00003,0.026429267,0,0.005131652
2004-02-11,0.000470555,0.0104,-0.0039,0.0016,0.00003,0.005573178,-8.97E-05,0.004982944
2004-02-12,-0.002037286,-0.0046,-0.001,-0.0017,0.00003,0.002216619,0.001077953,0.005301858
2004-02-13,-0.00544703,-0.0057,-0.0073,-0.0013,0.00003,-0.001122079,1.80E-05,0.004312998
2004-02-17,0.000598731,0.0098,0.0031,0.0058,0.00003,0.005037976,0,0.004409245
2004-02-18,-0.00337211,-0.0039,-0.0013,0.0009,0.00003,0.002178684,0,0.005520794
2004-02-19,-0.001491497,-0.0054,-0.0098,-0.0015,0.00003,0.002952085,0,0.004413582
2004-02-20,0.008148128,-0.003,-0.0011,-0.003,0.00003,0.013398711,0.00012795,0.005348533
2004-02-23,-0.007873001,-0.0051,-0.0118,-0.0018,0.00003,-0.002742769,0,0.005100232
2004-02-24,-0.00362482,-0.0014,0.0029,-0.0018,0.00003,0.001579726,0,0.005174546
2004-02-25,-0.007884407,0.0054,0.0051,0.0019,0.00003,-0.00353353,-1.27E-05,0.004308188
2004-02-26,-0.009195038,0.0029,0.0045,0.0042,0.00003,-0.004442104,0,0.004722934
2004-02-27,0.024801065,0.0011,0.0018,0.0031,0.00003,0.029647325,0,0.00481626
2004-03-01,0.017643527,0.0102,0.005,0.0029,0.00004,0.022762296,0,0.005078769
2004-03-02,0.007530883,-0.0059,-0.0009,0.0012,0.00004,0.012363081,0,0.004792198
2004-03-03,-0.000520459,0.0014,-0.002,-0.0012,0.00004,0.005749759,-0.0002345,0.005995718
2004-03-04,-0.001050781,0.0044,0.0077,0.0029,0.00004,0.00478115,0,0.005791931
2004-03-05,-0.008376152,0.0024,-0.001,-0.0022,0.00004,-0.003867028,0,0.004469124
