Date,Daily Return,Mkt-RF,SMB,HML,RF,Date,Strategy Return,Dividends Profit,Transaction Cost
2003-06-13,0.00315679,-0.0102,-0.0021,0.0007,0.00005,2003-06-13,0.003723628,0,0.000516838
2003-06-16,0.006101208,0.0215,-0.0037,-0.0054,0.00005,2003-06-16,0.006654813,0,0.000503605
2003-06-17,0.004686119,0.0013,0.003,-0.0033,0.00005,2003-06-17,0.005387214,0,0.000651095
2003-06-18,-0.002003457,-0.0015,0.0031,-0.0016,0.00005,2003-06-18,-0.001179004,0.000308831,0.001083284
2003-06-19,0.000987775,-0.0149,0.0005,0.0065,0.00005,2003-06-19,0.001240161,0.000620227,0.000822613
2003-06-20,-0.000224774,0.0005,-0.0019,0.0007,0.00005,2003-06-20,0.000184294,0.000247494,0.000606562
2003-06-23,-0.001016136,-0.0152,-0.0063,0.0017,0.00005,2003-06-23,-0.000263142,0,0.000702994
2003-06-24,-0.004249318,0.0019,0.0007,0.0023,0.00005,2003-06-24,-0.003598353,0,0.000600965
2003-06-25,-0.001460566,-0.006,0.0107,-0.0001,0.00005,2003-06-25,-0.000585375,0,0.000825191
2003-06-26,0.005806758,0.0112,0.0039,-0.0047,0.00005,2003-06-26,0.006443202,0.00015688,0.000743324
2003-06-27,0.001115154,-0.0084,0.0056,0.0022,0.00005,2003-06-27,0.001227998,0.0004716,0.000534444
2003-06-30,0.002909117,-0.0017,-0.0014,0.0035,0.00005,2003-06-30,0.003562234,0,0.000603117
2003-07-01,-0.000461053,0.0073,-0.0043,-0.0006,0.00003,2003-07-01,0.000487322,0,0.000918375
2003-07-02,0.003867744,0.0128,0.0106,0.0009,0.00003,2003-07-02,0.004303485,0.000242325,0.000648066
2003-07-03,0.006886961,-0.0072,0.0027,-0.001,0.00003,2003-07-03,0.007561138,0,0.000644177
2003-07-07,0.003361836,0.0191,-0.0016,0.0035,0.00003,2003-07-07,0.003244766,0.000739857,0.000592787
2003-07-08,0.005677847,0.0051,0.0131,0.0005,0.00003,2003-07-08,0.00652299,0,0.000815143
2003-07-09,-0.000383335,-0.0034,0.0099,0.0035,0.00003,2003-07-09,0.000131235,0,0.00048457
2003-07-10,0.001705824,-0.0133,0,-0.0028,0.00003,2003-07-10,0.001519481,0.000923184,0.000706841
2003-07-11,-0.00372049,0.0092,0.0007,-0.0006,0.00003,2003-07-11,-0.003075278,0,0.000615212
2003-07-14,0.0091525,0.0073,0.0014,0.0024,0.00003,2003-07-14,0.00981056,0,0.00062806
2003-07-15,0.005655611,-0.0041,0.0009,-0.0006,0.00003,2003-07-15,0.00637698,0.000110989,0.000802358
2003-07-16,-0.006829044,-0.0064,0.0021,-0.0027,0.00003,2003-07-16,-0.006219544,0.00017633,0.00075583
2003-07-17,-0.007412745,-0.0145,-0.0122,-0.0048,0.00003,2003-07-17,-0.006602281,0,0.000780464
2003-07-18,-0.015534961,0.0108,-0.0015,-0.0009,0.00003,2003-07-18,-0.015062486,0.000304665,0.00074714
2003-07-21,0.02265862,-0.0142,0.0003,-0.0042,0.00003,2003-07-21,0.023591899,0,0.000903279
2003-07-22,-0.006176536,0.0097,0.003,0.0045,0.00003,2003-07-22,-0.005490328,0.000174216,0.000830424
2003-07-23,0.001994937,0.0018,0.0066,-0.01,0.00003,2003-07-23,0.002970823,0,0.000945886
2003-07-24,0.0061649,-0.0065,0.0024,0.0044,0.00003,2003-07-24,0.006826632,0.000373653,0.001005385
2003-07-25,-0.004974985,0.0151,-0.0063,-0.0031,0.00003,2003-07-25,-0.004096371,0,0.000848614
2003-07-28,0.002618209,-0.0002,0.0096,0.0029,0.00003,2003-07-28,0.003159398,0,0.000511189
2003-07-29,-0.007027591,-0.0057,0.0051,-0.0003,0.00003,2003-07-29,-0.006182358,0,0.000815233
2003-07-30,-0.00513857,-0.0018,0.0028,-0.0067,0.00003,2003-07-30,-0.004591795,0,0.000516775
2003-07-31,0.005330063,0.0032,0.0026,0.0024,0.00003,2003-07-31,0.006028241,0,0.000668178
2003-08-01,-0.002412144,-0.0106,-0.0046,-0.0012,0.00003,2003-08-01,-0.001984892,0.000347625,0.000744877
2003-08-04,-0.012528551,0.0011,-0.0063,-0.0034,0.00003,2003-08-04,-0.011713698,0,0.000784853
2003-08-05,-0.004165079,-0.0171,0.0038,-0.0004,0.00003,2003-08-05,-0.003280754,0,0.000854325
2003-08-06,0.009883074,0.0002,-0.0098,0.0045,0.00003,2003-08-06,0.010706312,0,0.000793238
2003-08-07,0.006024332,0.0057,-0.0049,-0.0052,0.00003,2003-08-07,0.007045105,0,0.000990773
2003-08-08,0.011366823,0.0033,-0.0046,0.0012,0.00003,2003-08-08,0.012115239,0,0.000718416
2003-08-11,0.003931512,0.0043,0.0071,-0.0002,0.00003,2003-08-11,0.004570405,0,0.000608893
2003-08-12,0.006865095,0.0109,0.0047,0.001,0.00003,2003-08-12,0.003217884,0.004286697,0.000609486
2003-08-13,-0.003712521,-0.005,0.0068,0.0004,0.00003,2003-08-13,-0.003001964,0,0.000680557
2003-08-14,-0.000948568,0.0062,0.0009,0.0043,0.00003,2003-08-14,-0.000687841,0.0001833,0.000414027
2003-08-15,0.000239032,0.001,0.0021,-0.0017,0.00003,2003-08-15,0.000453874,0.000218685,0.000403527
2003-08-18,0.002045216,0.0103,0.0086,0.0008,0.00003,2003-08-18,0.002892116,0,0.0008169
2003-08-19,-0.003818134,0.0043,0.0098,0.0061,0.00003,2003-08-19,-0.003202174,0,0.00058596
2003-08-20,0.010272692,-0.0014,0.0037,0.0003,0.00003,2003-08-20,0.010762981,0,0.000460289
2003-08-21,0.001842779,0.0047,0.006,0.0031,0.00003,2003-08-21,0.002698288,0,0.000825509
2003-08-22,0.003351814,-0.0106,-0.0059,0.0011,0.00003,2003-08-22,0.003890797,0,0.000508983
2003-08-25,0.000068367,-0.0004,-0.001,-0.0032,0.00003,2003-08-25,0.000524519,0,0.000426152
2003-08-26,-0.005939709,0.0029,0.0018,0.0008,0.00003,2003-08-26,-0.005324657,0,0.000585052
2003-08-27,0.001647014,0.0017,0.0082,0.0005,0.00003,2003-08-27,0.002287611,0,0.000610597
2003-08-28,0.005109564,0.007,0.0022,0.0026,0.00003,2003-08-28,0.005744532,0,0.000604968
2003-08-29,0.003446534,0.0053,-0.0033,0.0032,0.00003,2003-08-29,0.004059957,0,0.000583423
2003-09-02,0.006299754,0.014,0.0054,-0.0008,0.00004,2003-09-02,0.006717829,0,0.000378075
2003-09-03,0.000848137,0.0042,0.0027,0.0027,0.00004,2003-09-03,0.001405929,0,0.000517792
2003-09-04,0.002188011,0.0022,0.0045,-0.0016,0.00004,2003-09-04,0.002843852,0,0.000615841
2003-09-05,0.004551589,-0.0062,-0.0006,0.0023,0.00004,2003-09-05,0.005330965,0,0.000739376
2003-09-08,0.002203837,0.0107,0.0064,-0.0015,0.00004,2003-09-08,0.002949661,0,0.000705824
2003-09-09,0.002328841,-0.0079,0.003,-0.0024,0.00004,2003-09-09,0.003049655,0,0.000680814
2003-09-10,-0.005022378,-0.0137,-0.0053,-0.0063,0.00004,2003-09-10,-0.00426643,0.000239375,0.000955323
2003-09-11,-0.000068865,0.0062,0.0059,0.001,0.00004,2003-09-11,-2.75E-05,0.000639165,0.00064053
2003-09-12,0.004418012,0.0023,0.0017,0.0014,0.00004,2003-09-12,0.005143695,0,0.000685683
2003-09-15,0.000530311,-0.0035,0.0024,-0.0013,0.00004,2003-09-15,0.001136024,0.000191038,0.000756751
2003-09-16,0.002109807,0.014,0.0009,0.001,0.00004,2003-09-16,0.003095785,0,0.000945978
2003-09-17,0.002966603,-0.0026,0.0016,0.0022,0.00004,2003-09-17,0.002594045,0.00111012,0.000697562
2003-09-18,0.002147711,0.0125,-0.0055,0.0024,0.00004,2003-09-18,0.002909757,0,0.000722046
2003-09-19,0.003715466,-0.0023,0.0047,0.0001,0.00004,2003-09-19,0.004419423,0,0.000663957
2003-09-22,0.000308155,-0.013,0.0019,0.0014,0.00004,2003-09-22,0.000925631,0.0002514,0.000828876
2003-09-23,0.000430705,0.0065,0.0051,0.0004,0.00004,2003-09-23,0.0009229,0,0.000452195
2003-09-24,0.004059604,-0.0188,-0.0021,0.0008,0.00004,2003-09-24,0.004365619,0.00027125,0.000537265
2003-09-25,-0.004378587,-0.0081,-0.0161,-0.0025,0.00004,2003-09-25,-0.003828709,0.000420633,0.000930511
2003-09-26,-0.0018135,-0.0084,-0.0126,0.0002,0.00004,2003-09-26,-0.001118225,0,0.000655275
2003-09-29,-0.003408315,0.0098,0.0048,0.001,0.00004,2003-09-29,-0.002702578,0,0.000665737
2003-09-30,0.008443469,-0.0096,-0.0003,0.0011,0.00004,2003-09-30,0.009287001,0,0.000803532
2003-10-01,-0.000366551,0.0216,0.0037,0.0017,0.00003,2003-10-01,0.000112734,0,0.000449285
2003-10-02,0.010527663,0.0031,0.0013,0.0011,0.00003,2003-10-02,0.011058222,0,0.000500559
2003-10-03,0.005407187,0.0102,0.0068,-0.0002,0.00003,2003-10-03,0.006089019,0,0.000651832
2003-10-06,-0.000606183,0.0049,0.0036,0.0038,0.00003,2003-10-06,-6.76E-05,0,0.000508583
2003-10-07,0.005615429,0.0051,0.0033,0.0015,0.00003,2003-10-07,0.00630256,0,0.000657131
2003-10-08,0.007327286,-0.0048,-0.0028,0.0019,0.00003,2003-10-08,0.007106496,0.000973241,0.000722451
2003-10-09,0.001299856,0.0055,0.0027,0.0038,0.00003,2003-10-09,0.001820978,0,0.000491122
2003-10-10,0.009321083,-0.0008,-0.0043,0.0045,0.00003,2003-10-10,0.008639267,0.001368041,0.000656225
2003-10-13,0.002650022,0.0081,0.0078,0.0012,0.00003,2003-10-13,0.00326025,0,0.000580228
2003-10-14,0.003155599,0.0044,0.0048,0.0016,0.00003,2003-10-14,0.004122301,0,0.000936702
2003-10-15,0.001249052,-0.0036,-0.003,-0.0009,0.00003,2003-10-15,0.001994765,0.000200265,0.000915978
2003-10-16,-0.001785652,0.0035,0.0012,0.0003,0.00003,2003-10-16,-0.001226212,0.000245123,0.000774563
2003-10-17,-0.000238082,-0.0111,-0.0049,-0.0003,0.00003,2003-10-17,0.000349032,0,0.000557114
2003-10-20,-0.000944935,0.0041,-0.001,-0.0021,0.00003,2003-10-20,-0.000252309,0,0.000662626
2003-10-21,0.001495311,0.0024,0.0064,-0.0022,0.00003,2003-10-21,0.002384124,0,0.000858813
2003-10-22,0.005615975,-0.0152,-0.0067,-0.0004,0.00003,2003-10-22,0.006478908,0,0.000832933
2003-10-23,-0.001527225,0.0022,-0.007,-0.003,0.00003,2003-10-23,-0.000772558,0,0.000724667
2003-10-24,0.003701157,-0.0045,-0.0034,-0.0001,0.00003,2003-10-24,0.004384947,0,0.00065379
2003-10-27,0.004590482,0.004,0.0115,0.0038,0.00003,2003-10-27,0.005035446,0.000335055,0.000750019
2003-10-28,0.007087552,0.0159,0.0048,-0.0019,0.00003,2003-10-28,0.007538798,0.000397345,0.000818591
2003-10-29,0.003153417,0.0028,0.0081,0.0025,0.00003,2003-10-29,0.004106998,0,0.000923581
2003-10-30,0.000880314,-0.0011,-0.0014,0.0028,0.00003,2003-10-30,0.001913856,0,0.001003542
2003-10-31,-4.69E-05,0.0028,-0.0059,-0.0012,0.00003,2003-10-31,0.000975626,0,0.000992522
2003-11-03,0.001429389,0.0093,0.0067,0.0045,0.00004,2003-11-03,0.002368175,0,0.000898786
2003-11-04,-0.001797216,-0.0045,0.0075,0.004,0.00004,2003-11-04,-0.001332297,0.000532081,0.000957
2003-11-05,0.004153295,-0.0004,0.0022,-0.0007,0.00004,2003-11-05,0.004816926,0,0.000623631
2003-11-06,0.00160429,0.0058,0.0007,0.0019,0.00004,2003-11-06,0.002230677,0,0.000586387
2003-11-07,-0.000494928,-0.0033,0.0034,0.003,0.00004,2003-11-07,7.71E-05,0,0.000532028
2003-11-10,0.000274798,-0.0074,-0.0098,-0.0006,0.00004,2003-11-10,0.001146596,0,0.000831798
2003-11-11,-0.002334827,-0.0021,-0.0058,-0.0012,0.00004,2003-11-11,-0.002300529,0.000862647,0.000856945
2003-11-12,-0.007651035,0.0133,0.0102,-0.0026,0.00004,2003-11-12,-0.00677552,0,0.000835515
2003-11-13,0.014553765,0.0003,0.0023,-0.0026,0.00004,2003-11-13,0.015549676,0,0.000955911
2003-11-14,0.002618193,-0.0083,-0.006,-0.0012,0.00004,2003-11-14,0.003396799,0,0.000738606
2003-11-17,-0.00788384,-0.0072,-0.0065,-0.0019,0.00004,2003-11-17,-0.006998099,0,0.000845741
2003-11-18,-0.002450412,-0.0087,0.0012,0.0006,0.00004,2003-11-18,-0.00172411,0,0.000686302
2003-11-19,-0.003645918,0.0076,0.0009,-0.0006,0.00004,2003-11-19,-0.003120032,0,0.000485886
2003-11-20,0.002079492,-0.0077,0.0012,0.0004,0.00004,2003-11-20,0.002169531,0.000486731,0.00053677
2003-11-21,-0.006191976,0.0021,0.0013,0.006,0.00004,2003-11-21,-0.005550577,0,0.000601399
2003-11-24,0.008645867,0.0171,0.0072,-0.0001,0.00004,2003-11-24,0.009085775,0.000241569,0.000641477
2003-11-25,0.003248634,0.0031,0.0026,0.0055,0.00004,2003-11-25,0.003918264,0,0.00062963
2003-11-26,0.006411377,0.004,-0.001,0.0046,0.00004,2003-11-26,0.007021898,0,0.000570521
2003-11-28,0.003154418,0.0011,0.0027,-0.0019,0.00004,2003-11-28,0.003650826,0,0.000456408
2003-12-01,0.004829336,0.0111,0.0036,-0.0004,0.00004,2003-12-01,0.005488532,0,0.000619196
2003-12-02,0.000555261,-0.0027,0.0013,0.0012,0.00004,2003-12-02,0.001115062,0.00014296,0.000662761
2003-12-03,0.002190935,-0.0034,-0.0114,0.0027,0.00004,2003-12-03,0.002823577,0,0.000592642
2003-12-04,0.002820398,0.0026,-0.0035,-0.003,0.00004,2003-12-04,0.003779311,0,0.000918913
2003-12-05,-0.001406846,-0.0079,-0.0004,-0.0017,0.00004,2003-12-05,-0.001006011,0.00016857,0.000529405
2003-12-08,0.003882893,0.0065,-0.0016,0.0026,0.00004,2003-12-08,0.004634292,0,0.000711399
2003-12-09,-0.000846093,-0.0095,-0.0055,0.0003,0.00004,2003-12-09,-0.000194527,0,0.000611566
2003-12-10,-0.000044636,-0.0029,-0.0099,-0.0024,0.00004,2003-12-10,-0.000193217,0.000810454,0.000621873
2003-12-11,-0.003699049,0.0134,0.0122,0.0019,0.00004,2003-12-11,-0.003811892,0.000832517,0.000679674
2003-12-12,0.007397566,0.0031,0.0053,0.0029,0.00004,2003-12-12,0.008158587,0,0.000721021
2003-12-15,0.006133028,-0.0073,-0.0135,0.0006,0.00004,2003-12-15,0.00651456,0.00033408,0.000675612
2003-12-16,-0.005587067,0.005,-0.0027,0.001,0.00004,2003-12-16,-0.004817072,0,0.000729995
2003-12-17,-0.002982679,0.0015,-0.0001,-0.0021,0.00004,2003-12-17,-0.002396966,0.00019896,0.000744673
2003-12-18,-0.001386885,0.0124,0.0028,0.0024,0.00004,2003-12-18,-0.000760616,0,0.000586269
2003-12-19,0.004519847,-0.0004,-0.0012,0.0037,0.00004,2003-12-19,0.004440359,0.00069122,0.000571732
2003-12-22,-0.000213973,0.0036,0.0001,0.0022,0.00004,2003-12-22,0.000363854,0,0.000537827
2003-12-23,0.001193627,0.0036,0.0064,0.0005,0.00004,2003-12-23,0.001571792,0.000356495,0.00069466
2003-12-24,0.000775343,-0.0018,-0.0022,0.0008,0.00004,2003-12-24,0.00125722,0.000177184,0.000619061
2003-12-26,0.0001736,0.0019,0.0033,0.0006,0.00004,2003-12-26,0.000686412,0,0.000472812
2003-12-29,0.002479391,0.0129,0.0033,0.0001,0.00004,2003-12-29,0.002742309,0.000298655,0.000521573
2003-12-30,0.005588495,0.0005,0.0023,0.0017,0.00004,2003-12-30,0.006127079,0,0.000498584
2003-12-31,0.006097912,0.0001,-0.0138,0.0003,0.00004,2003-12-31,0.006305719,0.00056376,0.000731567
2004-01-02,0.00288224,-0.0017,0.0081,0.0043,0.00003,2004-01-02,0.003526279,0,0.000614039
2004-01-05,0.005900969,0.012,0.0042,0.0001,0.00003,2004-01-05,0.006347364,0,0.000416395
2004-01-06,0.000101087,0.002,0.0009,0.0026,0.00003,2004-01-06,0.000760008,0,0.000628921
2004-01-07,0.004331866,0.0034,0.0057,-0.0008,0.00003,2004-01-07,0.005145776,0,0.00078391
2004-01-08,0.000596762,0.0045,0.0031,0.007,0.00003,2004-01-08,0.001236118,0,0.000609356
2004-01-09,0.005689145,-0.0072,-0.0001,0.0029,0.00003,2004-01-09,0.006230033,0,0.000510888
2004-01-12,0.006395829,0.0057,0.0092,0.0012,0.00003,2004-01-12,0.006985001,0,0.000559172
2004-01-13,0.005629334,-0.0051,0.0019,0.0007,0.00003,2004-01-13,0.00546185,0.000778735,0.000581251
2004-01-14,-0.002866143,0.008,-0.0008,0.0047,0.00003,2004-01-14,-0.002216681,0.000170247,0.000789709
2004-01-15,-0.003090219,0.0015,0.0002,-0.0031,0.00003,2004-01-15,-0.002226623,0,0.000833596
2004-01-16,-0.001801214,0.0072,0.0008,0.0061,0.00003,2004-01-16,-0.001165508,0,0.000605706
2004-01-20,0.001485314,0.0015,0.0116,0.0058,0.00003,2004-01-20,0.001990385,0.000110435,0.000585506
2004-01-21,0.003469831,0.0064,-0.0109,0.0034,0.00003,2004-01-21,0.004208782,0,0.000708951
2004-01-22,0.006465274,-0.0032,-0.0056,-0.0005,0.00003,2004-01-22,0.007146343,0,0.000651069
2004-01-23,0.001682995,-0.0014,0.009,-0.001,0.00003,2004-01-23,0.002444693,0,0.000731698
2004-01-26,0.002018321,0.0112,-0.001,-0.003,0.00003,2004-01-26,0.0018082,0.000712536,0.000472415
