Date,Daily Return,Mkt-RF,SMB,HML,RF,Strategy Return,Dividends,
2003-06-23,0.002211716,-0.0152,-0.0063,0.0017,0.00005,0.004942255,-8.42E-05,0.002596386
2003-06-24,-0.002467544,0.0019,0.0007,0.0023,0.00005,0.000255408,0,0.002672952
2003-06-25,-0.000080311,-0.006,0.0107,-0.0001,0.00005,0.003452549,0,0.00348286
2003-06-26,-0.004874076,0.0112,0.0039,-0.0047,0.00005,-0.001681143,0,0.003142933
2003-06-27,0.00221527,-0.0084,0.0056,0.0022,0.00005,0.005032826,0.000041255,0.002808811
2003-06-30,-0.008961127,-0.0017,-0.0014,0.0035,0.00005,-0.006730063,0.0004716,0.002652664
2003-07-01,0.003119982,0.0073,-0.0043,-0.0006,0.00003,0.006378543,0,0.003228561
2003-07-02,-0.004464399,0.0128,0.0106,0.0009,0.00003,-0.001236251,-0.00048348,0.002714668
2003-07-03,-0.008464916,-0.0072,0.0027,-0.001,0.00003,-0.005663082,0.000242325,0.003014159
2003-07-07,-0.009618138,0.0191,-0.0016,0.0035,0.00003,-0.006889404,0,0.002698734
2003-07-08,-0.006428668,0.0051,0.0131,0.0005,0.00003,-0.004140048,0.000739857,0.002998477
2003-07-09,-0.000519837,-0.0034,0.0099,0.0035,0.00003,0.001997927,0,0.002487764
2003-07-10,0.011711338,-0.0133,0,-0.0028,0.00003,0.014764966,-0.00039772,0.002625908
2003-07-11,0.004786098,0.0092,0.0007,-0.0006,0.00003,0.00770628,-0.000436338,0.002453844
2003-07-14,0.00381706,0.0073,0.0014,0.0024,0.00003,0.006203576,0,0.002356516
2003-07-15,0.008515602,-0.0041,0.0009,-0.0006,0.00003,0.011589053,0,0.003043451
2003-07-16,0.001385124,-0.0064,0.0021,-0.0027,0.00003,0.004674836,-0.000226106,0.003033606
2003-07-17,0.002607982,-0.0145,-0.0122,-0.0048,0.00003,0.005442658,0.00017633,0.002981006
2003-07-18,0.001062279,0.0108,-0.0015,-0.0009,0.00003,0.004335224,0,0.003242945
2003-07-21,-0.006966155,-0.0142,0.0003,-0.0042,0.00003,-0.00397936,0.000146845,0.00310364
2003-07-22,0.016839727,0.0097,0.003,0.0045,0.00003,0.02025678,-0.000177405,0.003209648
2003-07-23,0.000971893,0.0018,0.0066,-0.01,0.00003,0.004443622,-0.000070227,0.003371502
2003-07-24,0.002236369,-0.0065,0.0024,0.0044,0.00003,0.006006966,-0.000148525,0.003592072
2003-07-25,-0.004711391,0.0151,-0.0063,-0.0031,0.00003,-0.001237338,-0.000317176,0.003126877
2003-07-28,-0.009826893,-0.0002,0.0096,0.0029,0.00003,-0.007226729,0,0.002570164
2003-07-29,-0.005650022,-0.0057,0.0051,-0.0003,0.00003,-0.002712979,0,0.002907043
2003-07-30,-0.004364883,-0.0018,0.0028,-0.0067,0.00003,-0.002008113,0,0.00232677
2003-07-31,-0.00075628,0.0032,0.0026,0.0024,0.00003,0.001517733,0,0.002244013
2003-08-01,0.007261205,-0.0106,-0.0046,-0.0012,0.00003,0.009762251,0,0.002471046
2003-08-04,-0.004261352,0.0011,-0.0063,-0.0034,0.00003,-0.001864818,0.000347625,0.002714159
2003-08-05,-0.007632188,-0.0171,0.0038,-0.0004,0.00003,-0.004734462,0,0.002867726
2003-08-06,-5.5075E-05,0.0002,-0.0098,0.0045,0.00003,0.00238935,0,0.002414425
2003-08-07,0.018523286,0.0057,-0.0049,-0.0052,0.00003,0.021704346,0,0.00315106
2003-08-08,0.001067134,0.0033,-0.0046,0.0012,0.00003,0.006519823,-0.00220074,0.003221949
2003-08-11,0.0131955,0.0043,0.0071,-0.0002,0.00003,0.016329877,0,0.003104377
2003-08-12,-0.002042305,0.0109,0.0047,0.001,0.00003,0.001245981,0,0.003258286
2003-08-13,-0.000183129,-0.005,0.0068,0.0004,0.00003,0.000917215,0.001899772,0.002970116
2003-08-14,-0.006097898,0.0062,0.0009,0.0043,0.00003,-0.003250664,0,0.002817234
2003-08-15,-0.003191229,0.001,0.0021,-0.0017,0.00003,-0.000488736,-0.000439844,0.002232649
2003-08-18,-0.004679451,0.0103,0.0086,0.0008,0.00003,-0.0015977,6.06E-05,0.00311231
2003-08-19,0.001079197,0.0043,0.0098,0.0061,0.00003,0.003838303,0,0.002729106
2003-08-20,-0.004048033,-0.0014,0.0037,0.0003,0.00003,-0.001632633,0,0.0023854
2003-08-21,0.007985438,0.0047,0.006,0.0031,0.00003,0.011273923,0,0.003258485
2003-08-22,0.002279765,-0.0106,-0.0059,0.0011,0.00003,0.005083311,0,0.002773546
2003-08-25,-0.001909308,-0.0004,-0.001,-0.0032,0.00003,0.000861482,-0.000400821,0.002339969
2003-08-26,0.008052895,0.0029,0.0018,0.0008,0.00003,0.011041199,-0.000175435,0.002782869
2003-08-27,0.003063983,0.0017,0.0082,0.0005,0.00003,0.006587272,0,0.003493289
2003-08-28,0.007941044,0.007,0.0022,0.0026,0.00003,0.010979543,0,0.003008499
2003-08-29,-0.001579956,0.0053,-0.0033,0.0032,0.00003,0.001784973,0,0.003334929
2003-09-02,-0.002245061,0.014,0.0054,-0.0008,0.00004,0.000316813,0,0.002521874
2003-09-03,-0.003723422,0.0042,0.0027,0.0027,0.00004,-0.000976488,0,0.002706934
2003-09-04,0.002308489,0.0022,0.0045,-0.0016,0.00004,0.005578493,-0.000507835,0.002722169
2003-09-05,0.007380465,-0.0062,-0.0006,0.0023,0.00004,0.010562066,0,0.003141601
2003-09-08,0.003597406,0.0107,0.0064,-0.0015,0.00004,0.00702266,0,0.003385254
2003-09-09,-0.003678962,-0.0079,0.003,-0.0024,0.00004,-0.000319898,0,0.003319064
2003-09-10,0.000027666,-0.0137,-0.0053,-0.0063,0.00004,0.003606856,0,0.00353919
2003-09-11,-0.006205115,0.0062,0.0059,0.001,0.00004,-0.002781797,-0.000679719,0.002703599
2003-09-12,0.0012783,0.0023,0.0017,0.0014,0.00004,0.004697695,-0.000907713,0.002471682
2003-09-15,0.009182047,-0.0035,0.0024,-0.0013,0.00004,0.012649963,-0.00060322,0.002824696
2003-09-16,-0.00285125,0.014,0.0009,0.001,0.00004,7.49E-05,0.000191038,0.003077188
2003-09-17,-0.001310524,-0.0026,0.0016,0.0022,0.00004,0.002028059,-0.0003753,0.002923283
2003-09-18,-0.001136851,0.0125,-0.0055,0.0024,0.00004,0.000653443,0.00111012,0.002860414
2003-09-19,0.001210019,-0.0023,0.0047,0.0001,0.00004,0.00408888,0,0.002838861
2003-09-22,0.004491533,-0.013,0.0019,0.0014,0.00004,0.007909169,-0.000134334,0.003243302
2003-09-23,0.007689321,0.0065,0.0051,0.0004,0.00004,0.009825022,0.0002514,0.002347101
2003-09-24,0.001422962,-0.0188,-0.0021,0.0008,0.00004,0.004832356,-0.00033354,0.003035854
2003-09-25,-0.000487985,-0.0081,-0.0161,-0.0025,0.00004,0.002859319,0.00027125,0.003578554
2003-09-26,-0.006305452,-0.0084,-0.0126,0.0002,0.00004,-0.001949036,-0.001532927,0.002783489
2003-09-29,0.002049165,0.0098,0.0048,0.001,0.00004,0.00499453,0,0.002905365
2003-09-30,0.000898844,-0.0096,-0.0003,0.0011,0.00004,0.003823338,0,0.002884494
2003-10-01,0.008582879,0.0216,0.0037,0.0017,0.00003,0.01084413,-0.0000999,0.002131351
2003-10-02,-0.002824791,0.0031,0.0013,0.0011,0.00003,-0.000559359,0,0.002235432
2003-10-03,0.003927444,0.0102,0.0068,-0.0002,0.00003,0.006667049,-0.000187425,0.00252218
2003-10-06,-0.001767333,0.0049,0.0036,0.0038,0.00003,0.000862262,-0.000272499,0.002327096
2003-10-07,-0.006107132,0.0051,0.0033,0.0015,0.00003,-0.003310248,0,0.002766884
2003-10-08,-0.000644833,-0.0048,-0.0028,0.0019,0.00003,0.002631413,0,0.003246246
2003-10-09,0.001246429,0.0055,0.0027,0.0038,0.00003,0.003095884,0.000973241,0.002792696
2003-10-10,-0.005045776,-0.0008,-0.0043,0.0045,0.00003,-0.002164905,0,0.002850871
2003-10-13,-0.005398337,0.0081,0.0078,0.0012,0.00003,-0.002535909,-0.000435957,0.002396471
2003-10-14,-0.009403232,0.0044,0.0048,0.0016,0.00003,-0.006397843,-0.000111072,0.002864317
2003-10-15,-0.005645037,-0.0036,-0.003,-0.0009,0.00003,-0.002744273,0,0.002870764
2003-10-16,0.004934027,0.0035,0.0012,0.0003,0.00003,0.007814076,-0.000228327,0.002621722
2003-10-17,0.00516517,-0.0111,-0.0049,-0.0003,0.00003,0.006874028,0.000245123,0.001923981
2003-10-20,-0.003628663,0.0041,-0.001,-0.0021,0.00003,-0.001291917,0,0.002306746
2003-10-21,-0.001517631,0.0024,0.0064,-0.0022,0.00003,0.001258125,0,0.002745756
2003-10-22,0.001032731,-0.0152,-0.0067,-0.0004,0.00003,0.004201424,0,0.003138693
2003-10-23,0.007014263,0.0022,-0.007,-0.003,0.00003,0.009841818,0,0.002797555
2003-10-24,0.021932344,-0.0045,-0.0034,-0.0001,0.00003,0.024637545,0,0.002675201
2003-10-27,0.002726702,0.004,0.0115,0.0038,0.00003,0.006186375,-0.000152192,0.003277481
2003-10-28,0.003683113,0.0159,0.0048,-0.0019,0.00003,0.006018742,0.000335055,0.002640684
2003-10-29,-0.004938552,0.0028,0.0081,0.0025,0.00003,-0.001717461,-0.000229109,0.002961982
2003-10-30,-0.01683091,-0.0011,-0.0014,0.0028,0.00003,-0.013753151,0,0.003047759
2003-10-31,-0.000787102,0.0028,-0.0059,-0.0012,0.00003,0.002040932,0,0.002798034
2003-11-03,-0.00366698,0.0093,0.0067,0.0045,0.00004,-0.000879894,0,0.002747086
2003-11-04,-0.005224308,-0.0045,0.0075,0.004,0.00004,-0.002690869,0,0.002493439
2003-11-05,-0.004350838,-0.0004,0.0022,-0.0007,0.00004,-0.002505868,0.000532081,0.002337051
2003-11-06,0.001583327,0.0058,0.0007,0.0019,0.00004,0.004026981,0,0.002403654
2003-11-07,0.007590752,-0.0033,0.0034,0.003,0.00004,0.010080415,-0.000411,0.002038663
2003-11-10,0.006571638,-0.0074,-0.0098,-0.0006,0.00004,0.009265748,-0.000253809,0.002400301
2003-11-11,-0.005993603,-0.0021,-0.0058,-0.0012,0.00004,-0.002482711,-0.000395733,0.003075159
2003-11-12,0.001748528,0.0133,0.0102,-0.0026,0.00004,0.004704706,-0.000183667,0.002732511
2003-11-13,0.002803146,0.0003,0.0023,-0.0026,0.00004,0.00619688,-0.00014382,0.003209914
2003-11-14,0.010051243,-0.0083,-0.006,-0.0012,0.00004,0.012677676,0,0.002586433
2003-11-17,-0.000729669,-0.0072,-0.0065,-0.0019,0.00004,0.003188899,-0.000247109,0.003631459
2003-11-18,-0.005828037,-0.0087,0.0012,0.0006,0.00004,-0.00293105,-0.000532778,0.002324209
2003-11-19,-0.000299568,0.0076,0.0009,-0.0006,0.00004,0.001947771,0,0.002207339
2003-11-20,-0.001894346,-0.0077,0.0012,0.0004,0.00004,0.000387514,0,0.00224186
2003-11-21,0.00508796,0.0021,0.0013,0.006,0.00004,0.009363433,-0.001715149,0.002520324
2003-11-24,-0.013891893,0.0171,0.0072,-0.0001,0.00004,-0.009373851,-0.00219324,0.002284802
2003-11-25,0.010174242,0.0031,0.0026,0.0055,0.00004,0.012799989,-0.000286027,0.00229972
2003-11-26,-4.9204E-05,0.004,-0.001,0.0046,0.00004,0.002390294,0,0.002399498
2003-11-28,0.004471412,0.0011,0.0027,-0.0019,0.00004,0.006447971,0,0.001936559
2003-12-01,-0.0048343,0.0111,0.0036,-0.0004,0.00004,-0.00235881,0,0.00243549
2003-12-02,-0.01267132,-0.0027,0.0013,0.0012,0.00004,-0.009968409,0,0.002662911
2003-12-03,-0.000352713,-0.0034,-0.0114,0.0027,0.00004,0.001711116,-0.000049625,0.001974204
2003-12-04,-0.005333971,0.0026,-0.0035,-0.003,0.00004,-0.000873172,-0.00149172,0.002929079
2003-12-05,0.004764986,-0.0079,-0.0004,-0.0017,0.00004,0.00650516,0,0.001700174
2003-12-08,-0.001398669,0.0065,-0.0016,0.0026,0.00004,0.001124548,-0.000221098,0.002262119
2003-12-09,0.005404066,-0.0095,-0.0055,0.0003,0.00004,0.007474979,0,0.002030913
2003-12-10,-0.002818277,-0.0029,-0.0099,-0.0024,0.00004,-0.000298522,-0.00016992,0.002309835
2003-12-11,0.006282357,0.0134,0.0122,0.0019,0.00004,0.009322515,-0.000459251,0.002540907
2003-12-12,-0.003402716,0.0031,0.0053,0.0029,0.00004,0.00157536,-0.002012992,0.002925084
2003-12-15,0.002321469,-0.0073,-0.0135,0.0006,0.00004,0.005537689,-0.00056014,0.00261608
2003-12-16,-0.002921834,0.005,-0.0027,0.001,0.00004,0.000158847,-0.00009114,0.002949541
2003-12-17,-0.002359076,0.0015,-0.0001,-0.0021,0.00004,0.000288576,0,0.002607652
2003-12-18,-0.006443218,0.0124,0.0028,0.0024,0.00004,-0.003718722,0.00019896,0.002883456
2003-12-19,-0.000175036,-0.0004,-0.0012,0.0037,0.00004,0.002535348,-0.00027786,0.002392524
2003-12-22,0.000537228,0.0036,0.0001,0.0022,0.00004,0.002450441,0.00069122,0.002564433
2003-12-23,-0.007603314,0.0036,0.0064,0.0005,0.00004,-0.002930354,-0.001987839,0.002645121
2003-12-24,-0.002814746,-0.0018,-0.0022,0.0008,0.00004,-0.00032128,0.000356495,0.002809961
2003-12-26,-0.018282629,0.0019,0.0033,0.0006,0.00004,-0.015908632,-0.000295083,0.002038914
2003-12-29,-0.006062165,0.0129,0.0033,0.0001,0.00004,-0.003047205,-0.000815629,0.002159331
2003-12-30,-0.010303509,0.0005,0.0023,0.0017,0.00004,-0.002195651,-0.006110122,0.001957736
2003-12-31,-0.008819289,0.0001,-0.0138,0.0003,0.00004,-0.005980331,-0.000539953,0.002259005
2004-01-02,0.00771996,-0.0017,0.0081,0.0043,0.00003,0.009358524,0.00056376,0.002172324
2004-01-05,-0.002716503,0.012,0.0042,0.0001,0.00003,-0.001129311,0,0.001557192
2004-01-06,-0.006221313,0.002,0.0009,0.0026,0.00003,-0.003772845,-0.00023472,0.002183748
2004-01-07,0.000255628,0.0034,0.0057,-0.0008,0.00003,0.003009436,0,0.002723808
2004-01-08,0.0137149,0.0045,0.0031,0.007,0.00003,0.016399447,0,0.002654547
2004-01-09,0.008700012,-0.0072,-0.0001,0.0029,0.00003,0.010998983,0,0.002268971
2004-01-12,-0.007075725,0.0057,0.0092,0.0012,0.00003,-0.004250616,-0.0001644,0.002630709
2004-01-13,-0.00505113,-0.0051,0.0019,0.0007,0.00003,-0.002766213,0,0.002254917
2004-01-14,-0.000241096,0.008,-0.0008,0.0047,0.00003,0.002191874,0.000526032,0.002929002
2004-01-15,-0.000988376,0.0015,0.0002,-0.0031,0.00003,0.00236682,-0.000334171,0.002991025
2004-01-16,0.000986075,0.0072,0.0008,0.0061,0.00003,0.003372008,0,0.002355933
2004-01-20,0.01762827,0.0015,0.0116,0.0058,0.00003,0.020074889,-0.000148207,0.002268412
2004-01-21,0.009754517,0.0064,-0.0109,0.0034,0.00003,0.012615481,0.000110435,0.002941399
2004-01-22,0.001553545,-0.0032,-0.0056,-0.0005,0.00003,0.004309923,0,0.002726378
2004-01-23,-0.003630212,-0.0014,0.009,-0.001,0.00003,-0.00042495,0,0.003175262
2004-01-26,0.004890578,0.0112,-0.001,-0.003,0.00003,0.008216692,-0.000222503,0.003073611
2004-01-27,-0.00680527,-0.0096,-0.0002,0.0001,0.00003,-0.004396286,0.000538696,0.00291768
2004-01-28,-0.002473884,-0.0144,-0.0033,-0.0039,0.00003,0.000368876,0,0.00281276
2004-01-29,-0.004383866,0.0025,-0.01,-0.0076,0.00003,-0.001662666,0,0.0026912
2004-01-30,-0.008506497,-0.0015,0.0021,0.0045,0.00003,-0.005872585,0,0.002603912
2004-02-02,0.008344235,0.0027,-0.0035,-0.0013,0.00003,0.011090567,0,0.002716332
2004-02-05,0.00021482,0.0023,0.0048,0.0018,0.00003,0.00345483,0,0.00321001
2004-02-06,-0.003918416,0.0139,0.0104,0.0041,0.00003,-0.000799409,0,0.003089007
2004-02-09,0.00872811,-0.001,0.0034,0.0027,0.00003,0.011429265,0,0.002671155
2004-02-10,0.022978166,0.0056,0.0053,0.0016,0.00003,0.026429267,0,0.003421101
2004-02-11,0.002131536,0.0104,-0.0039,0.0016,0.00003,0.005573178,-8.97E-05,0.003321963
2004-02-12,-0.00027,-0.0046,-0.001,-0.0017,0.00003,0.002216619,0.001077953,0.003534572
2004-02-13,-0.004009364,-0.0057,-0.0073,-0.0013,0.00003,-0.001122079,1.80E-05,0.002875332
2004-02-17,0.002068479,0.0098,0.0031,0.0058,0.00003,0.005037976,0,0.002939497
2004-02-18,-0.001531845,-0.0039,-0.0013,0.0009,0.00003,0.002178684,0,0.003680529
2004-02-19,-2.0303E-05,-0.0054,-0.0098,-0.0015,0.00003,0.002952085,0,0.002942388
2004-02-20,0.009930973,-0.003,-0.0011,-0.003,0.00003,0.013398711,0.00012795,0.003565688
2004-02-23,-0.006172923,-0.0051,-0.0118,-0.0018,0.00003,-0.002742769,0,0.003400154
2004-02-24,-0.001899972,-0.0014,0.0029,-0.0018,0.00003,0.001579726,0,0.003449698
2004-02-25,-0.006448344,0.0054,0.0051,0.0019,0.00003,-0.00353353,-1.27E-05,0.002872125
2004-02-26,-0.007620727,0.0029,0.0045,0.0042,0.00003,-0.004442104,0,0.003148623
2004-02-27,0.026406485,0.0011,0.0018,0.0031,0.00003,0.029647325,0,0.00321084
2004-03-01,0.01933645,0.0102,0.005,0.0029,0.00004,0.022762296,0,0.003385846
2004-03-02,0.009128282,-0.0059,-0.0009,0.0012,0.00004,0.012363081,0,0.003194799
2004-03-03,0.001478113,0.0014,-0.002,-0.0012,0.00004,0.005749759,-0.0002345,0.003997146
2004-03-04,0.000879863,0.0044,0.0077,0.0029,0.00004,0.00478115,0,0.003861287
2004-03-05,-0.006886444,0.0024,-0.001,-0.0022,0.00004,-0.003867028,0,0.002979416
2004-03-08,0.002683603,-0.0084,-0.0035,0.002,0.00004,0.005230819,0,0.002507216
